label,EconomicsUniqueWordCount,EntertainmentUniqueWordCount,InternationalUniqueWordCount,ScienceAndTechnologyUniqueWordCount,SportsUniqueWordCount,EconomicsRelatedWordCount,EntertainmentRelatedWordCount,ScienceAndTechnologyRelatedWordCount,SportsRelatedWordCount
0,37,18,27,36,19,4,0,3,1
0,44,13,20,27,10,12,0,2,0
0,10,8,5,9,4,0,0,1,0
0,38,21,30,21,22,2,0,0,0
0,150,38,50,60,57,6,0,1,0
0,37,35,53,46,21,6,0,1,0
0,13,8,6,7,3,0,0,1,0
0,36,7,12,15,6,8,0,1,0
0,19,4,8,15,4,3,0,0,0
0,51,24,30,41,15,10,0,4,1
0,12,8,9,11,5,1,0,0,0
0,7,5,8,9,5,0,0,3,0
0,35,8,18,25,8,2,0,1,0
0,12,8,3,3,3,1,0,0,0
0,69,35,57,78,24,6,0,12,1
0,15,12,15,16,10,2,0,1,0
0,81,1,4,21,13,3,0,0,0
0,77,7,24,23,14,2,0,1,0
0,6,6,7,3,2,2,0,1,0
0,33,39,32,39,26,1,0,0,1
0,92,31,55,56,29,40,0,1,0
0,118,34,35,48,39,10,0,0,0
0,2,3,2,1,1,1,0,0,0
0,5,8,4,7,5,0,0,0,0
0,12,6,4,6,5,1,0,0,0
0,20,12,16,12,10,4,0,4,1
0,44,17,27,26,11,1,0,0,0
0,18,4,6,20,5,1,0,0,0
0,20,14,22,17,13,2,0,0,0
0,60,48,37,93,28,5,3,23,1
0,174,18,26,51,32,14,0,0,0
0,10,5,10,5,5,0,0,0,0
0,9,8,7,9,4,0,0,1,0
0,46,27,36,30,24,0,0,0,0
0,121,21,31,55,30,13,0,0,0
0,80,4,7,16,19,2,0,0,0
0,11,7,8,7,5,0,0,0,0
0,16,8,11,9,3,4,0,1,0
0,30,22,23,23,13,0,0,1,0
0,139,42,47,88,32,17,0,1,0
0,62,35,40,37,30,1,0,2,0
0,173,26,35,65,31,21,0,2,1
0,119,38,46,44,44,9,0,0,0
0,57,9,29,50,7,4,0,0,0
0,102,5,9,26,23,4,0,0,0
0,30,24,19,12,18,2,0,1,0
0,65,26,19,29,32,5,0,0,0
0,34,27,35,27,18,0,0,2,0
0,54,15,13,18,13,4,0,0,0
0,16,6,16,14,8,1,0,0,0
0,4,5,5,5,2,0,0,1,0
0,86,4,8,18,18,2,0,0,0
0,21,11,8,4,5,4,0,0,0
0,31,31,38,28,21,0,0,0,0
0,23,27,29,29,14,2,0,0,0
0,105,12,26,34,15,14,0,0,0
0,80,39,44,80,20,6,1,0,1
0,102,10,28,55,18,18,0,1,0
0,85,38,43,37,31,6,0,1,0
0,22,5,7,10,4,4,0,1,0
0,122,34,48,67,24,13,0,4,3
0,32,18,26,36,18,2,0,0,0
0,27,7,11,13,6,4,0,1,0
0,6,10,4,7,5,1,0,0,4
0,11,8,7,22,4,0,0,1,0
0,94,51,78,72,29,6,0,0,9
0,55,17,40,40,19,1,0,0,3
0,128,89,109,112,77,1,1,3,0
0,18,6,7,7,5,4,0,1,0
0,32,19,33,31,16,1,0,0,0
0,28,23,33,28,18,0,0,0,0
0,155,57,75,76,67,24,0,3,1
0,124,33,43,54,35,9,0,1,0
0,186,14,25,60,34,17,0,1,0
0,67,37,52,59,34,14,0,4,0
0,61,28,38,32,17,6,0,8,0
0,43,18,29,27,18,1,0,1,0
0,109,18,23,27,29,4,0,0,0
0,93,59,72,72,40,1,0,14,0
0,29,12,16,16,14,2,0,0,0
0,37,24,23,35,15,5,0,1,0
0,191,77,118,115,51,13,0,1,2
0,18,14,20,16,10,1,0,0,0
0,42,22,20,30,17,5,0,1,2
0,136,36,34,40,41,12,0,0,0
0,45,30,25,30,20,4,0,0,0
0,4,3,2,2,2,1,0,0,0
0,8,5,7,10,1,0,0,5,0
0,109,15,27,40,17,14,0,0,0
0,123,24,27,36,42,6,0,0,0
0,79,2,4,20,15,3,0,0,0
0,110,57,79,81,45,10,0,0,1
0,6,4,2,1,1,0,0,0,0
0,39,31,36,35,19,4,0,1,0
0,7,6,4,5,5,0,0,0,0
0,31,28,35,30,13,2,0,4,0
0,7,4,5,4,2,2,0,0,0
0,44,9,9,15,9,7,0,0,0
0,60,17,18,21,21,5,0,0,0
0,21,15,21,19,12,1,0,0,0
0,65,14,25,42,18,12,0,1,0
0,88,68,73,82,42,7,0,0,0
0,31,16,19,22,11,0,0,1,0
0,7,4,5,8,3,0,0,0,1
0,5,6,5,6,1,0,0,0,0
0,75,11,15,23,10,1,0,3,0
0,43,9,8,15,9,6,0,0,0
0,43,37,53,54,23,2,0,4,2
0,49,11,8,13,12,6,0,0,0
0,149,26,32,45,40,9,0,0,0
0,102,12,24,33,12,15,0,0,0
0,20,17,24,7,15,3,0,0,0
0,112,13,29,40,14,15,0,0,0
0,14,8,10,10,2,1,0,0,0
0,31,16,24,16,15,7,0,0,0
0,53,31,34,22,32,5,0,0,0
0,53,39,49,46,33,0,0,0,0
0,149,52,66,79,27,11,0,8,0
0,47,20,32,42,19,14,0,4,1
0,107,21,32,34,25,11,0,0,0
0,36,22,15,47,14,0,0,9,0
0,68,43,51,60,34,6,0,3,1
0,64,46,48,52,36,6,0,1,0
0,33,26,24,36,14,2,0,1,0
0,169,64,79,83,55,16,0,3,1
0,133,17,30,42,19,8,0,0,0
0,84,7,12,22,23,2,0,0,0
0,107,21,16,33,23,9,0,1,0
0,5,4,6,5,4,0,0,1,0
0,82,34,33,40,23,9,0,1,0
0,13,8,10,8,5,0,0,0,0
0,31,17,26,27,17,0,0,2,0
0,70,47,51,67,29,3,0,3,0
0,13,6,8,16,5,0,0,2,0
0,56,20,20,26,23,3,0,0,0
0,90,52,59,90,50,5,0,17,0
0,9,3,3,5,1,1,0,0,0
0,65,3,6,14,16,2,0,0,0
0,25,31,31,25,12,1,0,1,0
0,20,20,17,11,10,3,0,0,0
0,102,42,56,88,36,14,0,0,0
0,68,55,75,57,45,6,0,0,0
0,38,13,15,17,5,3,0,2,0
0,10,4,8,6,5,0,0,0,0
0,155,40,58,89,33,19,0,5,0
0,9,7,12,10,3,0,0,0,0
0,24,12,21,21,12,1,0,0,0
0,99,56,55,75,43,20,0,2,1
0,4,5,4,5,2,0,0,0,0
0,16,4,6,11,6,5,0,1,0
0,143,51,56,62,52,13,0,0,0
0,47,28,39,40,19,8,1,0,0
0,25,11,24,26,9,1,0,3,1
0,6,7,3,4,3,2,0,0,0
0,42,8,8,14,8,6,0,0,0
0,77,64,70,75,60,17,0,6,1
0,30,12,26,24,8,0,0,1,0
0,13,5,5,7,5,4,0,2,0
0,36,17,39,30,13,8,0,1,0
0,19,8,13,13,5,4,0,0,3
0,227,70,116,110,54,18,0,2,0
0,64,7,6,13,15,2,0,0,0
0,77,59,80,65,35,0,0,0,1
0,28,12,23,22,8,3,0,6,0
0,1,3,3,1,2,0,0,0,0
0,61,40,55,40,29,2,0,0,0
0,77,41,57,82,30,4,0,2,3
0,7,6,5,4,4,0,0,0,0
0,7,5,2,4,3,1,1,1,0
0,121,59,85,86,45,24,0,12,2
0,92,60,86,87,39,5,0,2,1
0,110,37,52,61,34,1,0,3,0
0,13,7,11,9,7,6,0,1,0
0,112,14,25,40,17,14,0,0,0
0,16,3,6,11,4,0,0,1,0
0,6,4,3,8,5,0,0,0,0
0,12,14,11,11,9,0,0,0,0
0,127,45,94,94,43,2,0,0,0
0,14,4,8,5,5,0,0,0,0
0,29,24,27,30,21,6,0,0,0
0,79,17,14,20,23,5,0,0,0
0,20,17,12,31,6,3,0,3,0
0,20,22,24,17,11,0,0,0,0
0,11,7,9,9,4,1,0,0,0
0,46,5,21,22,2,8,0,0,0
0,17,12,11,10,5,1,0,0,0
0,74,48,68,54,40,0,0,9,1
0,19,7,15,13,6,0,0,1,2
0,3,2,2,5,1,0,0,1,0
0,8,10,16,10,9,0,0,0,0
0,22,11,23,21,15,0,0,6,0
0,84,7,12,19,23,3,0,0,0
0,3,6,4,6,6,0,0,0,0
0,135,18,29,35,24,8,0,0,0
0,6,7,7,4,4,0,0,0,0
0,48,12,30,41,13,1,0,1,0
0,105,8,20,42,14,3,0,1,0
0,31,15,28,23,12,0,0,2,1
0,79,22,24,44,14,8,0,4,0
0,60,24,25,23,22,1,0,0,0
0,12,10,8,11,6,0,0,0,0
0,106,18,28,33,22,10,0,0,0
0,19,6,12,6,5,7,0,0,0
0,137,31,44,55,32,53,0,6,0
0,47,9,12,23,7,4,0,1,0
0,24,18,15,26,7,1,0,3,0
0,149,38,52,67,49,6,0,0,0
0,13,13,5,9,1,1,0,1,0
0,61,21,40,32,25,4,0,0,0
0,104,28,46,41,27,12,0,1,0
0,10,1,6,8,2,1,0,1,0
0,88,39,58,35,30,6,0,0,0
0,25,9,13,11,8,5,0,1,0
0,98,13,30,30,13,6,0,2,0
0,35,17,20,31,9,2,0,0,0
0,115,17,21,28,30,4,0,0,0
0,29,17,21,23,15,1,0,0,1
0,18,11,8,9,9,3,0,1,1
0,13,13,6,8,3,0,0,0,0
0,67,27,27,34,22,2,0,1,0
0,150,38,50,60,57,6,0,1,0
0,83,13,17,23,24,2,0,0,0
0,76,18,28,29,22,5,0,0,0
0,50,29,46,42,30,0,0,0,0
0,25,14,23,23,5,8,0,1,1
0,137,54,97,95,54,1,0,1,0
0,16,7,8,8,3,2,0,0,0
0,31,31,33,30,25,2,0,0,0
0,71,20,20,25,26,5,0,0,0
0,89,22,26,33,32,9,0,0,0
0,21,5,9,13,4,4,0,1,0
0,12,5,8,7,3,4,0,1,0
0,38,19,24,23,14,2,0,3,0
0,136,14,17,44,31,12,0,0,1
0,10,6,9,5,3,0,0,1,0
0,45,34,44,32,40,2,0,0,0
0,57,41,36,49,22,4,0,0,0
0,103,5,7,26,24,6,0,0,0
0,33,3,10,12,3,0,0,0,0
0,17,16,17,23,9,4,0,2,0
0,34,16,23,20,12,3,0,0,0
0,4,9,5,5,4,1,0,0,0
0,25,9,14,12,9,0,0,2,0
0,29,11,30,29,7,0,0,0,0
0,14,9,13,12,5,6,0,0,0
0,43,10,9,18,10,6,0,0,0
0,12,9,11,12,5,0,0,1,0
0,50,29,34,25,25,5,0,0,0
0,3,4,5,4,3,1,0,0,0
0,43,14,34,27,17,2,0,4,0
0,9,9,8,6,5,0,0,0,0
0,175,15,17,63,31,17,0,1,0
0,25,17,23,29,10,1,0,2,2
0,56,17,21,21,29,4,0,0,1
0,78,32,68,53,30,5,0,0,0
0,77,44,78,72,36,7,2,2,0
0,7,4,4,3,2,1,0,0,0
0,128,23,20,36,34,12,0,0,0
0,23,11,12,16,6,5,0,0,0
0,78,15,31,44,14,6,0,2,0
0,14,9,14,8,6,3,0,1,0
0,20,12,21,11,7,3,0,1,0
0,48,21,16,21,21,3,0,0,0
0,28,14,16,9,5,3,0,0,0
0,41,36,45,54,26,5,3,0,3
0,38,7,11,10,8,2,0,1,0
0,21,12,19,22,13,3,0,0,0
0,27,9,20,26,11,1,0,1,1
0,6,4,5,7,4,0,0,0,0
0,43,29,35,35,16,4,0,1,0
0,106,78,94,86,64,9,0,1,0
0,17,11,8,12,4,0,0,0,0
0,97,17,22,30,30,6,0,0,0
0,155,41,49,51,62,10,0,0,0
0,47,45,55,51,30,3,0,3,3
0,143,23,37,57,40,15,0,0,0
0,5,5,4,5,3,1,0,0,0
0,15,5,6,6,2,3,0,0,0
0,67,7,18,38,8,1,0,2,0
0,113,14,23,41,16,14,0,1,0
0,23,20,25,19,15,1,0,0,0
0,92,62,83,85,29,1,0,3,0
0,84,23,17,26,29,13,0,0,0
0,44,11,10,19,11,6,0,0,0
0,79,59,56,70,37,5,0,2,0
0,47,9,11,22,10,9,0,1,0
0,117,19,27,32,22,10,0,0,1
0,11,7,6,3,4,1,0,0,0
0,14,4,5,4,4,4,0,1,0
0,77,34,52,51,30,3,0,3,3
0,11,8,10,11,9,0,0,0,0
0,11,14,14,11,8,2,0,3,0
0,5,7,9,5,3,0,0,0,0
0,9,9,3,5,2,1,0,0,0
0,9,13,16,12,7,1,0,2,0
0,10,11,11,14,9,1,0,2,0
0,92,19,19,35,29,9,0,0,0
0,23,7,16,23,8,10,0,0,0
0,16,13,13,14,7,1,0,0,0
0,22,17,14,19,9,3,0,0,0
0,9,9,7,8,4,0,0,0,0
0,87,22,19,26,34,5,0,0,0
0,38,17,33,35,10,8,0,3,1
0,87,48,74,79,49,4,1,1,0
0,117,26,33,27,40,8,0,0,0
0,9,6,11,8,2,0,0,0,0
0,12,6,9,12,3,0,0,1,0
0,12,7,5,3,2,1,0,0,0
0,27,23,29,27,16,0,1,1,0
0,70,3,5,13,16,2,0,0,0
0,2,2,2,3,1,2,0,0,0
0,124,27,38,43,44,9,0,0,0
0,79,20,22,22,25,7,0,0,0
0,83,16,32,26,23,6,0,0,0
0,100,40,52,64,29,2,0,1,0
0,105,51,56,39,38,15,0,2,0
0,72,4,4,19,18,2,0,0,0
0,31,27,27,33,17,0,0,3,0
0,11,4,7,8,5,2,0,0,0
0,75,12,11,22,20,5,0,0,0
0,3,5,2,5,2,0,0,1,0
0,64,36,38,42,19,4,0,0,0
0,61,12,37,47,8,1,0,0,0
0,117,16,27,37,19,15,0,0,0
0,66,19,21,32,26,3,0,0,0
0,75,15,21,35,23,7,0,2,0
0,102,27,34,56,33,19,0,0,0
0,115,33,36,60,30,7,0,0,0
0,50,23,32,34,17,5,0,0,1
0,45,23,36,40,13,0,0,6,0
0,39,26,27,39,20,1,0,2,1
0,95,39,54,79,36,34,0,0,2
0,46,33,28,46,16,2,1,2,0
0,117,15,28,37,20,15,0,0,1
0,46,12,10,15,10,4,0,0,1
0,38,27,34,37,16,2,0,2,0
0,116,18,36,46,21,15,0,0,0
0,34,11,12,19,9,4,0,1,0
0,3,5,7,4,1,0,0,1,0
0,87,10,15,25,22,4,0,0,0
0,60,31,28,36,19,15,0,4,0
0,135,107,83,129,81,18,0,0,0
0,8,11,5,8,6,0,0,0,0
0,85,53,71,62,49,6,0,1,0
0,18,3,9,10,2,4,0,3,0
0,4,1,6,6,2,0,0,0,0
0,32,12,20,36,7,1,0,1,0
0,8,5,2,4,2,1,0,0,0
0,19,1,4,7,2,4,0,0,0
0,59,3,4,15,14,2,0,0,0
0,69,17,18,34,22,6,0,0,0
0,19,7,11,11,5,1,0,0,0
0,112,17,16,23,32,6,0,0,0
0,134,36,37,43,45,16,0,0,0
0,65,34,42,41,36,4,0,0,0
0,8,11,10,12,7,0,0,0,0
0,45,23,26,19,22,4,0,0,0
0,110,61,78,72,62,5,0,0,1
0,80,33,49,52,20,5,0,2,1
0,9,11,11,12,6,0,0,0,0
0,3,2,2,3,2,1,0,1,0
0,46,26,34,34,22,0,0,0,0
0,41,28,30,31,11,1,0,2,0
0,28,5,13,14,6,6,0,0,0
0,174,13,20,58,29,19,0,2,0
0,85,51,68,56,49,6,0,2,0
