label,EconomicsUniqueWordCount,EntertainmentUniqueWordCount,InternationalUniqueWordCount,ScienceAndTechnologyUniqueWordCount,SportsUniqueWordCount,EconomicsRelatedWordCount,EntertainmentRelatedWordCount,ScienceAndTechnologyRelatedWordCount,SportsRelatedWordCount
0,13,9,15,9,9,1,0,1,0
0,22,10,15,18,10,3,0,0,0
0,107,46,61,77,38,8,0,11,0
0,58,18,15,18,28,3,0,0,0
0,22,13,21,21,8,2,0,0,0
0,9,6,8,8,5,0,0,1,0
0,71,11,18,25,17,6,0,0,0
0,20,9,8,14,11,3,0,0,0
0,83,8,30,34,13,5,0,0,0
0,29,11,18,20,12,4,0,3,0
0,92,18,44,34,28,6,0,2,0
0,37,27,31,38,21,8,0,8,1
0,71,56,73,85,38,20,0,8,4
0,90,55,66,59,28,5,0,0,3
0,22,6,8,15,4,1,0,1,0
0,30,16,17,18,13,2,0,0,0
0,8,7,9,11,6,1,0,0,0
1,13,15,12,12,8,0,6,1,0
1,6,14,7,11,6,0,1,0,0
1,12,17,7,13,11,0,1,0,0
1,6,16,8,7,2,0,4,0,0
1,10,24,18,12,9,0,1,2,0
1,10,19,25,19,7,0,3,0,0
1,27,44,22,26,13,0,12,4,0
1,10,15,14,12,28,0,1,0,4
1,37,49,42,46,28,0,1,1,1
1,17,40,32,27,15,0,6,1,1
1,1,32,2,10,9,1,3,0,0
1,11,20,12,12,9,0,1,1,0
1,29,57,49,38,41,0,2,0,1
1,17,40,30,25,19,0,6,1,1
1,9,10,10,10,7,0,0,4,2
1,8,14,16,8,14,0,1,0,0
1,10,12,12,13,5,0,0,1,0
1,0,33,1,18,11,1,1,0,0
1,11,40,17,25,13,0,16,0,0
1,13,29,17,25,10,0,0,0,0
1,8,17,15,11,10,0,0,1,0
1,5,20,8,10,9,0,3,1,0
1,1,8,3,1,2,0,2,0,0
1,2,38,2,16,10,1,1,0,0
1,27,26,23,27,23,0,1,13,1
1,7,239,17,161,128,0,20,1,3
1,9,20,13,9,8,0,8,1,0
1,9,18,12,12,5,0,2,0,0
1,18,24,18,16,13,0,1,0,0
1,17,29,20,20,18,0,3,2,1
1,18,23,26,17,17,0,2,1,0
1,2,11,4,6,2,1,0,0,0
1,7,14,8,9,4,0,4,0,1
1,17,39,24,26,11,0,4,0,0
1,31,52,38,36,33,0,7,0,0
1,21,18,28,20,19,0,0,0,0
1,4,3,3,7,4,0,0,0,0
1,1,3,0,2,1,0,0,1,0
1,1,6,0,0,3,0,0,0,0
1,10,26,19,19,15,1,2,2,1
1,26,42,31,30,23,0,5,3,1
1,41,62,48,44,37,0,2,3,0
1,21,32,15,24,21,1,8,1,1
1,16,24,30,20,26,0,6,0,2
1,8,31,9,22,20,0,4,1,1
1,13,19,30,18,16,0,1,3,0
1,18,25,22,20,18,0,1,1,0
1,16,27,31,23,21,0,2,1,1
1,7,15,8,10,3,0,2,0,0
1,25,29,21,21,20,0,1,2,1
1,0,5,0,5,6,0,1,0,0
1,6,23,13,12,10,0,2,0,1
1,11,16,14,20,10,1,1,0,1
1,24,22,35,24,23,0,2,1,0
1,5,286,16,200,166,0,37,4,1
1,16,31,26,21,11,0,5,1,0
1,16,29,28,23,17,0,2,0,0
1,3,8,6,5,3,0,4,0,0
1,16,25,17,15,19,0,9,1,0
1,14,9,8,10,14,0,0,0,0
1,18,22,12,22,14,0,1,4,1
1,13,24,14,13,11,1,2,0,0
1,9,12,12,12,9,0,2,0,0
1,42,123,58,65,49,2,35,3,2
1,10,19,8,7,9,0,3,1,0
1,2,3,1,1,3,0,0,0,0
1,14,14,29,17,13,0,2,0,0
1,22,35,26,26,22,1,0,0,0
1,4,4,4,4,4,0,1,0,0
1,34,73,38,37,27,1,13,3,0
1,8,23,13,14,9,0,8,3,0
1,13,26,16,15,12,0,6,2,0
1,2,5,2,4,4,0,0,0,0
1,11,28,20,15,11,0,0,0,0
1,21,31,25,25,15,0,6,0,0
1,2,3,2,3,2,0,0,0,0
1,2,4,2,3,3,0,0,0,0
1,10,18,14,12,14,0,3,1,0
1,7,292,17,204,168,0,39,3,4
1,24,51,27,27,19,0,9,1,0
1,9,14,12,10,9,0,1,0,0
1,11,19,19,13,10,0,2,0,0
1,11,22,16,16,9,0,3,0,0
1,29,37,29,38,30,0,2,3,1
1,21,40,32,40,27,0,0,0,1
1,23,82,32,45,38,1,33,1,1
1,14,11,9,10,20,0,0,0,1
1,4,12,8,7,6,0,1,0,0
1,10,16,10,9,6,0,3,0,0
1,2,4,1,4,2,1,1,1,0
1,57,98,60,69,62,0,32,2,0
1,27,38,31,24,26,0,7,2,0
1,23,34,22,27,19,0,3,0,0
1,12,24,10,12,5,0,2,0,0
1,14,34,20,27,15,0,17,0,0
1,11,21,18,16,9,0,2,0,0
1,27,25,48,27,27,0,1,1,0
1,7,18,8,13,6,0,2,1,0
1,21,40,26,22,16,0,10,0,0
1,10,11,8,10,7,0,0,0,0
1,21,43,36,27,36,0,0,0,0
1,16,25,21,12,14,0,4,0,1
1,14,20,16,18,6,0,1,0,0
1,27,48,26,26,19,5,18,3,1
1,14,23,15,13,11,0,4,1,0
1,2,6,6,4,3,0,0,0,0
1,16,22,18,20,6,0,0,0,0
1,12,19,12,17,11,0,0,0,0
1,14,13,13,12,10,0,1,0,0
1,4,7,6,6,6,0,2,0,0
1,1,72,15,38,20,0,0,0,0
1,12,10,11,9,7,0,1,0,0
1,33,62,42,43,24,0,10,1,3
1,1,67,13,39,20,0,0,0,0
1,10,324,23,234,191,1,43,3,0
1,14,25,17,15,12,0,1,0,0
1,7,7,7,4,4,0,1,1,0
1,18,23,19,18,15,0,4,0,0
1,15,52,18,38,13,0,16,0,0
1,7,13,6,11,6,0,1,0,0
1,20,23,16,16,19,0,3,0,1
1,4,14,8,11,8,0,1,1,0
1,0,4,4,1,4,1,1,0,0
1,18,21,23,17,21,0,1,0,0
1,5,13,15,9,12,1,2,0,0
1,32,52,51,42,38,0,0,0,0
1,4,20,6,3,2,1,6,0,0
1,8,15,10,10,6,0,3,0,0
1,8,9,11,6,12,0,0,0,0
1,7,11,16,7,7,0,0,0,0
1,19,26,36,16,15,0,3,1,0
1,10,19,19,12,5,0,1,0,1
1,6,304,20,216,178,0,39,2,0
1,27,35,21,28,16,0,0,0,0
1,3,5,11,5,11,0,0,0,0
1,7,16,10,15,8,0,3,0,0
1,21,42,14,13,12,3,10,1,1
1,3,5,4,5,1,0,0,0,0
1,4,6,7,8,3,0,0,0,0
1,13,23,27,20,11,0,2,1,2
1,33,54,38,48,41,1,7,5,0
1,9,20,10,9,5,0,9,0,0
1,15,19,20,16,18,0,0,0,0
1,21,32,28,29,21,1,1,0,0
1,7,10,12,9,8,0,0,1,0
1,16,21,17,18,14,0,1,1,1
1,11,18,11,12,12,0,5,0,0
1,22,42,26,25,15,0,3,0,0
1,5,19,13,10,6,1,3,0,0
1,16,36,24,22,15,0,0,0,0
1,18,33,24,20,18,1,7,0,1
1,17,16,22,19,13,0,1,0,2
1,13,16,17,16,9,1,0,0,0
1,20,27,37,31,24,0,1,6,0
1,11,21,29,16,18,0,0,0,2
1,6,19,8,5,7,0,4,0,0
1,3,14,9,7,9,0,3,0,0
1,29,12,21,14,8,0,1,1,0
1,9,29,18,19,5,0,8,0,0
1,45,58,63,60,33,0,1,0,1
1,29,55,39,44,30,0,7,0,0
1,16,21,20,16,18,0,2,0,0
1,17,25,17,25,15,0,7,1,0
1,16,25,22,21,12,0,2,1,0
1,16,37,17,14,12,0,1,0,0
1,34,46,38,37,30,0,1,2,1
1,18,29,16,28,9,0,0,0,0
1,17,51,22,28,27,0,17,0,1
1,1,7,3,7,4,0,1,0,0
1,15,36,21,16,17,0,8,0,2
1,3,5,3,2,2,0,2,0,0
1,19,13,12,13,12,0,1,1,2
1,2,5,1,3,2,0,1,1,0
1,2,2,3,3,2,0,0,0,0
1,19,20,18,21,18,0,3,0,0
1,88,114,86,80,86,4,7,5,2
1,24,79,30,32,31,0,26,4,0
1,26,33,25,30,23,0,2,4,1
1,35,41,59,40,36,0,4,7,0
1,5,17,7,5,2,0,3,0,0
1,9,10,11,10,4,0,2,0,0
1,5,18,7,8,6,1,6,0,0
1,19,33,21,19,22,0,3,0,0
1,23,58,21,19,10,3,12,3,0
1,12,31,12,16,5,0,6,1,1
1,3,6,8,4,2,0,1,0,0
1,15,26,20,16,27,0,3,0,0
1,28,37,36,32,22,0,2,0,0
1,5,7,4,5,1,0,0,0,0
1,2,6,6,7,1,0,1,1,0
1,9,31,7,8,6,0,8,0,2
1,12,15,14,16,10,0,2,2,1
1,9,25,7,10,5,0,11,0,0
1,12,39,14,19,9,0,8,1,0
1,28,31,40,27,19,0,1,2,0
1,11,16,24,11,17,0,0,0,1
1,53,72,57,63,51,2,3,1,1
1,25,50,27,29,12,0,15,0,0
1,21,34,19,19,21,0,8,0,0
1,13,28,14,14,11,0,3,1,0
1,10,22,14,17,10,0,8,2,0
1,6,11,8,6,8,0,2,1,0
1,1,5,0,4,2,0,1,1,0
1,28,36,47,28,43,0,2,0,3
1,23,48,29,26,15,0,14,0,0
1,19,37,7,16,12,0,15,0,0
1,8,10,5,5,3,0,3,0,0
1,2,4,2,4,3,0,0,0,0
1,14,31,11,10,6,0,13,3,0
1,3,8,4,5,6,0,2,0,0
1,4,20,5,6,5,0,4,0,0
1,4,7,6,5,4,0,0,0,0
1,6,21,5,19,20,0,10,2,0
1,47,148,73,96,74,1,6,1,2
1,15,21,18,16,15,0,0,0,1
1,10,20,17,16,9,0,1,0,0
1,17,28,31,17,13,0,0,0,1
1,18,15,14,25,8,0,0,0,0
1,1,66,14,39,21,0,0,0,0
1,6,1,0,2,8,0,0,0,0
1,5,13,11,12,7,0,0,1,0
1,59,99,89,84,77,0,1,0,2
1,81,44,64,78,39,13,3,1,0
1,17,21,18,13,16,0,3,0,0
1,6,9,11,7,5,0,0,0,0
1,6,7,12,10,8,1,2,1,0
1,18,21,17,13,27,0,11,1,1
1,12,17,14,13,11,0,0,1,0
1,9,18,18,16,10,0,3,1,0
1,12,35,20,16,11,0,3,0,0
1,24,39,27,24,28,0,9,1,0
1,10,34,19,18,5,1,8,0,0
1,2,55,12,31,14,0,0,0,0
1,14,39,18,10,7,0,10,0,0
1,2,6,2,6,4,0,0,0,0
1,19,59,26,28,22,1,19,1,0
1,35,110,61,44,41,0,22,4,0
1,28,53,36,37,39,0,11,2,0
1,28,34,29,43,34,0,2,1,13
1,19,17,10,17,3,0,4,1,0
1,60,96,71,84,67,0,8,1,4
1,3,8,8,4,6,0,4,0,0
1,3,6,4,6,5,0,5,0,0
1,7,16,8,10,3,0,2,0,0
1,13,37,13,13,12,0,8,2,0
1,7,16,12,11,7,0,2,0,0
1,0,64,14,39,19,0,0,0,0
1,24,51,24,28,27,0,6,1,0
1,9,19,11,17,10,0,0,0,0
1,24,796,50,527,390,3,58,6,0
1,14,25,16,19,10,0,7,0,0
1,14,18,17,22,11,0,2,0,0
1,31,56,37,31,31,0,9,0,0
1,17,41,29,30,21,0,7,0,0
1,11,23,20,8,14,0,6,0,0
1,0,36,2,17,9,0,2,0,0
1,17,53,22,35,21,1,15,0,0
1,11,27,17,22,11,0,8,0,0
1,24,61,22,44,25,0,3,2,3
1,42,54,44,122,35,0,9,5,0
1,8,11,8,9,5,0,0,0,0
1,8,8,8,5,5,0,2,0,0
1,16,24,18,15,9,0,1,0,0
1,51,49,73,49,42,0,0,5,0
1,53,100,88,96,54,0,9,2,1
1,19,30,22,15,8,0,9,0,0
1,7,13,9,7,6,0,0,0,0
1,15,39,14,18,11,0,13,1,0
1,2,3,1,4,3,1,0,1,0
1,10,19,13,18,12,0,0,0,0
1,8,11,6,12,7,1,1,0,0
1,8,14,11,9,6,1,2,0,1
1,17,29,17,21,6,2,10,0,1
1,3,11,5,11,1,0,0,0,0
1,18,25,21,18,18,0,2,0,0
1,8,10,11,9,5,0,0,0,0
1,18,36,31,24,25,1,0,2,0
1,14,31,22,16,15,0,6,0,0
1,15,23,11,16,12,1,4,0,0
1,41,50,48,45,34,0,3,7,0
1,9,10,8,8,9,0,2,0,0
1,1,3,1,2,2,0,0,0,0
1,5,18,11,10,7,0,3,0,0
1,3,18,9,8,10,0,5,1,0
1,18,24,17,19,13,0,3,1,0
1,4,12,9,6,4,0,4,0,0
1,13,13,12,10,9,0,0,0,0
1,22,38,25,23,15,0,6,0,0
1,14,18,22,12,10,0,1,0,1
1,8,9,6,9,8,0,2,0,0
1,3,4,2,2,4,0,0,0,0
1,12,26,24,14,24,0,1,0,0
1,21,23,30,19,17,0,1,0,0
1,10,19,21,13,17,0,0,0,0
1,3,12,10,10,12,0,4,0,0
1,8,9,11,7,7,0,0,1,0
1,18,56,23,25,24,0,14,0,0
1,60,163,81,92,69,0,24,1,1
1,17,23,13,16,11,1,4,0,1
1,5,14,4,6,1,0,4,0,0
1,13,24,13,12,11,0,8,0,0
1,9,34,13,13,20,0,8,0,3
1,34,90,47,52,44,0,30,5,0
1,6,19,14,10,10,0,8,0,0
1,6,9,6,7,3,0,0,0,0
1,14,377,24,243,201,1,46,3,3
1,2,12,4,7,5,0,0,0,0
1,24,29,25,29,22,0,2,1,1
1,15,17,16,17,9,0,2,3,0
1,13,38,19,27,11,0,1,0,2
1,10,22,10,13,10,0,3,2,0
1,6,11,7,9,3,0,1,4,0
1,8,15,13,11,8,0,1,0,0
1,3,7,2,5,6,0,1,0,0
1,6,12,7,8,3,0,0,0,0
1,10,16,10,12,3,0,6,1,0
1,8,10,10,7,4,0,2,0,1
1,15,35,23,24,15,0,9,0,0
1,8,20,9,17,9,0,3,2,0
1,5,26,11,8,8,1,4,1,0
1,9,11,10,7,7,0,0,0,0
1,26,39,39,40,30,0,3,0,7
1,39,56,55,45,34,0,0,0,0
1,15,23,20,19,18,0,0,2,0
1,9,14,13,15,8,0,0,1,0
1,3,4,5,4,4,0,1,1,0
1,31,23,25,30,33,0,0,0,10
1,7,20,13,12,8,0,2,0,0
1,11,30,23,19,12,0,8,6,0
1,2,4,4,3,2,0,0,0,0
1,21,26,45,17,33,2,1,1,0
1,8,18,7,9,4,0,4,0,1
1,21,35,15,12,10,1,11,0,0
1,27,32,51,31,34,0,0,0,1
1,7,25,9,10,6,0,7,0,0
1,36,59,39,59,21,13,10,0,1
1,15,27,19,16,10,0,3,0,4
1,21,41,31,35,16,0,0,0,0
1,15,33,23,22,13,0,8,0,3
1,12,10,16,14,13,0,0,0,1
1,13,20,9,16,18,0,0,0,0
1,8,24,9,15,10,0,8,0,0
1,4,6,9,4,3,0,2,0,0
1,14,30,15,19,12,0,7,0,0
1,2,41,5,29,24,0,2,0,0
1,33,40,39,29,56,0,2,0,12
1,9,12,12,12,8,0,0,0,0
1,13,11,10,13,6,0,0,0,1
1,34,72,32,39,32,1,14,1,0
1,37,98,66,71,43,0,17,0,1
1,4,11,3,6,5,0,0,0,0
1,9,20,14,11,11,0,1,0,0
1,25,34,31,26,21,0,3,1,1
1,18,27,20,23,15,0,3,0,0
1,33,72,34,29,40,0,16,1,0
1,15,16,15,16,12,0,0,1,1
1,16,20,13,12,16,0,2,0,0
1,9,12,13,12,9,0,1,0,0
1,14,35,15,16,11,0,7,0,0
1,11,12,6,7,4,1,2,0,0
1,9,13,4,11,11,0,4,0,0
1,7,296,17,207,175,0,44,2,1
1,5,9,36,12,10,0,1,0,0
1,2,10,4,3,6,0,2,0,0
1,3,5,3,4,0,0,0,0,0
1,6,64,8,33,13,0,0,0,0
1,12,15,10,15,10,0,1,0,0
1,8,15,14,13,9,0,2,0,0
1,11,9,11,8,9,0,0,0,0
1,24,27,33,21,21,0,1,0,1
1,16,672,43,440,330,6,48,3,1
1,7,11,5,7,4,0,1,0,0
1,12,10,15,11,8,0,0,0,0
1,4,14,10,9,9,0,4,0,0
1,2,6,4,3,3,0,0,0,0
1,37,110,51,55,58,0,31,1,0
1,11,13,10,7,7,0,2,0,0
1,18,38,25,30,23,0,8,1,1
1,14,18,21,17,14,0,0,0,0
1,9,14,10,10,6,0,4,0,0
1,2,15,6,4,2,0,5,0,0
1,1,4,7,3,2,0,0,0,0
1,28,35,50,36,26,0,1,1,0
1,7,16,14,9,4,0,5,2,0
1,0,67,13,35,19,0,0,0,0
1,11,19,12,10,6,0,5,0,0
1,18,18,20,15,16,0,1,0,0
1,7,23,13,15,11,0,1,0,0
1,12,34,17,21,9,0,7,0,0
1,35,52,31,35,25,0,2,1,2
1,23,23,68,25,22,0,1,3,2
1,6,18,7,7,10,0,6,2,2
1,25,31,34,28,28,0,0,1,0
1,19,23,23,23,14,0,2,3,0
1,8,20,8,14,10,0,10,0,0
1,52,56,48,65,33,6,2,1,1
1,7,14,11,10,3,0,3,0,0
1,8,21,11,20,8,0,1,0,0
1,8,16,13,12,12,0,0,0,3
1,14,33,20,27,16,0,0,1,0
1,3,30,3,13,8,1,3,0,2
1,2,3,1,4,3,1,0,1,0
1,8,15,6,10,6,0,0,0,0
1,25,30,26,16,18,0,0,1,0
1,4,14,9,6,7,0,2,0,0
1,10,33,12,12,6,0,12,0,0
1,2,9,4,5,0,1,1,0,0
1,15,24,22,19,8,0,1,0,1
1,16,25,17,15,19,0,9,1,0
1,13,19,27,20,10,0,3,0,0
1,13,24,12,14,9,1,5,0,0
1,10,22,8,7,5,0,0,1,0
1,22,29,27,19,20,0,0,1,0
1,8,306,22,219,184,0,38,2,1
1,8,337,20,222,184,2,45,3,3
1,13,11,11,14,14,0,2,0,0
1,14,18,52,14,17,0,2,2,1
1,7,323,16,201,157,0,36,3,2
1,39,85,44,26,50,1,26,1,0
1,8,14,10,10,2,0,0,0,0
1,9,15,11,12,6,0,4,0,0
1,10,22,16,22,14,0,0,0,0
1,5,22,10,8,7,0,3,0,0
1,36,43,44,43,32,0,0,0,0
1,27,35,27,20,20,0,6,3,0
1,31,37,43,28,24,7,1,0,1
1,4,8,9,5,7,0,0,0,0
1,16,43,22,25,19,0,8,7,0
1,41,68,41,37,30,1,12,1,0
1,34,50,36,44,38,0,5,1,4
1,9,16,13,12,15,0,1,0,0
1,15,26,14,21,10,4,5,0,0
1,24,48,41,39,38,0,5,0,7
1,7,37,13,16,9,0,10,0,0
1,32,47,30,31,20,2,6,0,0
1,15,25,17,22,19,0,0,0,1
1,17,25,19,20,17,0,8,0,1
1,46,65,56,58,47,0,1,3,5
1,11,12,16,8,6,0,0,0,0
1,0,5,5,3,2,0,0,0,0
1,6,8,4,4,3,0,5,0,0
1,8,23,12,13,8,1,7,1,0
1,19,24,33,31,14,0,2,0,0
1,11,18,14,14,10,0,0,0,1
1,29,44,32,39,20,0,2,0,3
1,21,30,21,28,26,0,6,1,0
1,10,21,14,14,7,0,0,2,0
1,36,45,87,42,43,0,1,3,2
1,37,91,41,54,32,2,18,1,0
1,19,24,25,21,20,0,1,2,1
1,33,38,47,32,33,0,0,1,0
1,22,21,15,25,13,0,1,3,0
1,16,20,23,17,16,0,0,0,0
1,16,24,14,13,11,0,2,0,0
1,17,28,19,27,8,0,1,1,1
1,12,13,16,9,12,0,2,0,0
1,22,52,33,36,37,0,8,1,0
1,19,23,20,19,14,0,2,1,1
1,11,21,12,12,7,0,7,4,0
1,13,27,7,16,16,0,9,1,0
1,7,13,9,7,7,0,3,0,0
1,0,2,1,1,1,0,0,1,0
1,12,26,11,15,13,0,12,0,0
1,16,43,17,16,12,0,13,2,1
1,36,110,49,42,26,1,29,0,0
1,6,9,8,5,6,0,0,0,0
1,24,27,16,14,16,2,1,4,2
1,11,27,23,20,13,0,2,0,0
1,24,33,24,23,15,0,1,1,0
1,15,20,20,15,18,0,1,0,0
1,28,38,46,38,21,0,0,0,0
1,22,31,18,22,34,0,0,0,3
1,15,27,14,23,15,1,1,1,0
1,16,34,15,17,9,0,5,0,0
1,1,68,14,37,19,0,0,0,0
1,63,117,61,70,61,2,29,4,0
1,11,20,12,21,13,0,1,0,0
1,17,32,21,28,18,0,1,0,0
1,49,78,61,54,47,0,14,2,1
1,12,19,23,18,13,0,0,0,1
1,13,19,14,13,12,0,3,0,0
1,12,20,12,14,15,0,9,0,0
1,15,26,14,15,9,0,3,2,0
1,19,38,24,28,28,0,8,0,0
1,8,15,13,12,10,0,3,2,1
1,10,28,15,15,9,0,10,0,0
1,54,37,43,39,22,5,4,8,1
1,8,14,8,15,11,0,0,0,0
1,8,354,22,235,188,0,43,2,0
1,1,33,1,12,7,0,2,0,1
1,28,38,33,29,35,0,3,0,0
1,6,11,9,9,7,0,1,0,0
1,20,22,20,18,15,0,0,1,1
1,2,6,3,4,3,0,0,0,0
1,32,43,32,36,30,0,7,0,1
1,34,53,55,34,94,0,1,0,11
1,7,8,6,6,7,0,0,0,0
1,30,57,57,51,45,0,0,0,0
1,10,4,8,9,5,0,1,0,0
1,6,25,13,9,6,3,2,0,1
1,2,3,4,5,2,0,0,1,0
1,0,26,1,10,7,0,1,0,1
1,12,21,19,15,15,0,6,0,0
1,29,36,34,33,34,0,1,2,10
1,14,368,32,244,168,0,25,3,1
1,11,18,12,19,14,2,0,0,0
1,10,11,13,12,6,0,1,1,0
1,8,14,11,13,9,0,2,0,0
1,16,49,25,23,22,0,14,0,2
1,16,15,19,20,8,0,1,1,0
1,16,22,14,16,10,0,0,0,0
1,11,32,14,18,15,0,10,0,1
1,0,35,0,14,9,0,3,0,0
1,12,13,9,8,12,0,1,0,1
1,25,37,28,30,31,0,11,0,0
1,4,10,7,8,5,0,0,0,0
1,7,15,12,12,8,0,3,0,0
1,19,27,17,19,18,0,1,0,0
1,15,30,20,17,20,0,1,0,0
1,14,29,11,14,8,1,5,0,0
1,4,15,6,11,9,0,4,0,0
1,15,30,15,22,13,0,2,1,0
1,14,28,18,20,10,0,10,0,0
1,24,23,34,32,15,0,7,0,0
1,2,2,2,3,3,0,0,0,0
1,6,16,14,13,13,0,1,0,0
1,19,62,21,27,20,2,19,0,0
1,19,33,18,21,11,0,6,2,0
1,1,68,14,36,16,0,0,0,0
1,28,55,41,43,20,0,0,1,0
1,85,93,112,66,69,0,1,0,3
1,19,26,27,28,21,0,0,8,4
1,12,29,18,18,14,0,6,0,1
1,6,8,5,8,4,0,0,0,0
1,22,42,21,37,24,1,13,0,0
1,78,107,101,88,72,0,1,0,0
1,13,18,18,12,14,0,1,0,0
1,9,23,12,10,5,0,6,0,0
1,9,10,17,7,11,0,0,0,0
1,21,30,33,21,25,1,3,0,0
1,4,7,14,5,6,0,0,2,0
1,56,104,74,72,67,0,11,0,4
1,3,118,28,56,38,0,1,0,0
1,36,119,56,50,63,0,35,0,0
1,35,44,26,22,18,0,10,5,0
1,12,36,20,19,14,0,9,0,0
1,2,4,2,2,3,0,0,0,0
1,24,50,20,31,16,0,12,0,0
1,12,16,8,7,14,0,4,0,0
1,10,17,8,11,5,0,1,0,0
1,8,7,8,7,4,0,0,0,0
1,0,5,3,3,3,0,0,0,0
1,9,5,5,7,11,0,0,0,0
1,17,27,18,11,15,2,11,1,2
1,7,7,7,8,5,0,2,0,2
1,9,17,17,13,10,0,1,0,0
1,13,31,21,11,11,0,2,0,0
1,13,33,21,24,15,0,4,0,0
1,28,24,36,32,16,0,3,0,1
1,10,17,24,16,15,0,0,1,0
1,4,4,3,5,1,0,0,0,0
1,10,18,9,15,12,0,1,0,0
1,1,5,2,4,4,0,0,0,0
1,3,13,6,5,0,0,2,0,0
1,1,66,13,36,18,0,0,0,0
1,3,23,8,7,7,0,8,0,0
1,8,8,8,6,9,0,1,0,0
1,10,19,32,9,9,1,2,2,1
1,4,17,7,6,5,0,1,0,0
1,13,33,21,27,15,0,3,0,0
1,6,22,12,11,6,0,4,0,0
1,37,76,61,62,37,1,1,2,0
1,9,14,15,15,11,0,1,0,0
1,32,45,27,47,33,0,13,2,0
1,17,18,30,18,17,0,2,3,1
1,20,35,25,23,15,0,2,0,0
1,13,23,22,21,12,0,1,0,0
1,10,14,12,9,9,0,0,0,0
1,17,29,15,19,14,0,6,0,0
1,11,11,16,9,11,0,1,1,0
1,16,19,41,17,20,0,2,0,0
1,126,234,130,209,138,0,13,3,0
1,11,18,16,15,10,1,0,0,2
1,17,33,30,26,22,0,1,0,0
1,16,22,23,18,20,0,0,0,1
1,34,44,30,44,37,4,3,1,0
1,22,22,18,20,21,0,1,1,0
1,18,22,25,22,15,3,1,1,0
1,1,5,1,6,4,0,1,1,0
1,1,4,1,3,1,0,0,0,0
1,27,40,34,32,26,0,1,0,0
1,10,64,17,29,11,0,9,0,1
1,6,15,7,11,3,0,2,0,0
1,28,40,43,50,25,0,3,0,0
1,5,3,4,2,3,0,1,0,0
1,0,24,1,11,9,0,1,0,3
1,22,40,31,31,23,0,2,0,0
1,3,8,9,9,7,0,0,0,1
1,10,390,18,264,217,0,49,4,2
1,10,14,25,10,9,0,3,0,1
1,21,26,44,21,18,0,1,0,0
1,12,28,20,20,5,0,3,0,0
1,7,14,10,8,7,0,0,0,0
1,8,10,10,9,8,0,1,1,0
1,6,6,5,5,6,0,0,0,0
1,10,14,14,9,8,0,0,0,0
1,21,34,25,32,15,0,5,6,1
1,28,52,47,35,24,1,18,0,0
1,11,12,11,12,8,0,0,0,0
1,7,12,7,9,5,0,2,0,2
1,9,21,12,9,10,0,5,1,0
1,5,6,9,7,5,0,1,1,0
1,2,3,1,4,3,1,1,1,0
1,7,14,8,14,3,0,4,0,0
1,18,54,26,25,21,0,18,0,0
1,25,49,27,34,23,0,15,1,1
1,4,7,3,4,3,0,0,0,0
1,14,15,17,16,16,0,1,0,1
1,3,10,2,10,4,0,0,1,0
1,3,11,5,11,1,0,0,0,0
1,4,9,7,6,5,0,0,0,0
1,15,19,26,14,18,0,0,8,2
1,2,5,2,4,4,0,0,0,0
1,8,28,7,14,10,1,10,0,0
1,6,15,9,9,8,0,4,2,0
1,11,25,10,16,11,0,11,1,0
1,10,6,1,4,5,1,0,0,0
1,17,28,20,20,14,0,4,0,0
1,34,38,65,39,40,0,0,1,0
1,15,17,16,16,15,0,1,0,1
1,19,22,21,20,21,0,0,0,0
1,1,66,13,36,18,0,0,0,0
1,66,114,75,97,74,0,13,0,0
1,9,15,9,14,18,0,1,0,2
1,29,44,39,42,25,0,0,0,0
1,12,22,18,16,7,0,1,0,0
1,10,25,15,19,12,0,1,0,2
1,10,13,20,12,13,1,0,0,1
1,7,14,8,7,5,0,6,0,0
1,12,29,16,17,13,0,9,1,0
1,22,33,19,23,34,0,6,0,0
1,0,70,14,38,20,0,0,0,0
1,15,35,17,16,11,0,6,1,0
1,6,16,5,5,3,0,2,0,0
1,1,22,1,16,12,0,1,0,0
1,0,67,16,38,20,0,0,0,0
1,27,46,30,31,31,0,2,0,4
1,13,15,16,14,12,0,1,1,0
1,19,26,18,19,13,0,0,0,0
1,2,4,1,4,3,1,0,1,0
1,8,10,8,8,10,0,1,1,0
1,0,39,1,13,7,0,3,0,1
1,0,71,14,38,19,0,0,0,0
1,17,40,23,18,12,0,7,1,0
1,50,99,67,53,71,1,0,3,5
1,12,18,7,15,8,0,0,0,0
1,17,27,27,25,14,0,0,0,0
1,15,34,18,20,12,0,6,0,0
1,20,20,27,17,22,0,1,0,0
1,6,13,7,6,4,0,5,0,0
1,9,11,14,12,4,0,2,1,0
1,41,52,36,48,29,0,1,0,0
1,11,21,12,10,5,0,4,0,0
1,12,17,24,16,17,0,1,0,0
1,11,18,17,15,13,0,4,0,5
1,6,15,14,12,7,0,2,0,0
1,18,27,38,21,18,0,3,0,4
1,17,45,20,20,17,0,17,2,0
1,2,3,1,3,2,0,1,0,0
1,2,8,2,5,2,0,0,0,0
1,13,27,17,21,11,0,2,0,0
1,58,139,66,67,44,0,15,2,0
1,9,280,25,179,137,0,34,1,0
1,9,24,9,16,14,0,8,2,0
1,8,17,10,10,9,0,7,0,0
1,13,22,18,16,12,1,2,0,0
